ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24 
325.,423.0,114.0,189.0,65.0,28.0,5.0,7.0,4.0,3.0,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,
326.,262.0,,39.0,34.0,30.0,27.0,23.0,19.0,14.0,13.0,5.0,11.0,9.0,7.0,8.0,6.0,3.0,4.0,,3.0,1.0,2.0,1.0,1.0,,2.0
327.00,17.0,,,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,,,,,,,,,,1.0,,,
327.01,262.0,,3.0,29.0,43.0,41.0,40.0,27.0,22.0,13.0,6.0,3.0,4.0,8.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,2.0
327.02,391.0,,5.0,19.0,41.0,51.0,50.0,36.0,41.0,37.0,29.0,22.0,14.0,13.0,5.0,4.0,8.0,4.0,5.0,,,2.0,3.0,1.0,,1.0
327.09,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
327.10,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
327.11,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
327.12,6.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0
327.13,5.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
327.14,4.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0
327.15,9.0,,,,1.0,,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,
327.20,26.0,,,,1.0,,1.0,2.0,2.0,4.0,,4.0,4.0,,3.0,,1.0,,,1.0,,,1.0,2.0,,
327.21,113.0,8.0,4.0,7.0,5.0,9.0,10.0,7.0,11.0,9.0,2.0,8.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,,,2.0,3.0,2.0,,
327.22,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
327.23,95660.0,884.0,1771.0,3154.0,4768.0,6196.0,6887.0,7037.0,7288.0,7255.0,6778.0,6406.0,5845.0,5094.0,4637.0,3994.0,3503.0,2879.0,2410.0,2114.0,1768.0,1453.0,1154.0,974.0,807.0,604.0
327.24,213.0,3.0,34.0,47.0,26.0,23.0,11.0,10.0,15.0,5.0,5.0,3.0,3.0,7.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,2.0
327.25,47.0,11.0,,,4.0,1.0,4.0,3.0,7.0,,3.0,2.0,3.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,
327.26,156.0,,17.0,32.0,24.0,17.0,10.0,12.0,9.0,6.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,,3.0,3.0,,,1.0,
327.27,444.0,3.0,16.0,25.0,14.0,28.0,27.0,28.0,31.0,33.0,29.0,24.0,23.0,22.0,18.0,17.0,17.0,14.0,9.0,12.0,13.0,15.0,6.0,6.0,7.0,7.0
327.29,9.0,,1.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
327.30,37.0,2.0,,4.0,,,6.0,5.0,7.0,,2.0,5.0,,,,,,2.0,,1.0,,1.0,,,,2.0
327.31,16.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,,
327.32,3.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,
327.33,9.0,,,,2.0,,3.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
327.35,9.0,,,,1.0,1.0,,2.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,
327.36,5.0,,1.0,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,
327.37,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
327.39,8.0,1.0,,,2.0,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,
327.40,3.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
327.41,7.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,
327.42,97.0,2.0,,1.0,5.0,10.0,5.0,7.0,3.0,4.0,14.0,3.0,10.0,6.0,4.0,,5.0,6.0,,4.0,4.0,2.0,2.0,,,
327.43,7.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,
327.51,223.0,1.0,2.0,6.0,20.0,32.0,20.0,26.0,17.0,18.0,8.0,10.0,3.0,8.0,7.0,8.0,4.0,3.0,6.0,6.0,2.0,2.0,2.0,7.0,2.0,3.0
327.52,82.0,,,,1.0,1.0,5.0,1.0,6.0,2.0,5.0,2.0,5.0,6.0,6.0,8.0,3.0,6.0,5.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0
327.53,28.0,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,
327.59,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
327.8,63.0,,3.0,2.0,4.0,2.0,6.0,5.0,7.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,,3.0,,2.0,1.0,1.0,1.0,2.0,2.0
330.0,98.0,7.0,21.0,25.0,11.0,11.0,6.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
330.1,72.0,6.0,22.0,10.0,16.0,7.0,1.0,2.0,3.0,4.0,,,,1.0,,,,,,,,,,,,
330.8,227.0,13.0,75.0,40.0,26.0,24.0,16.0,12.0,10.0,2.0,3.0,3.0,,,1.0,,1.0,,,1.0,,,,,,
330.9,9.0,,,4.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
331.0,32329.0,1611.0,1785.0,4348.0,4030.0,3159.0,2916.0,2604.0,2089.0,1766.0,1394.0,1161.0,988.0,809.0,690.0,539.0,493.0,410.0,319.0,297.0,253.0,185.0,174.0,137.0,83.0,89.0
331.11,36.0,2.0,3.0,2.0,6.0,3.0,2.0,4.0,3.0,2.0,3.0,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,
331.19,338.0,63.0,20.0,37.0,38.0,34.0,33.0,24.0,18.0,13.0,11.0,4.0,8.0,7.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,
331.2,24.0,4.0,,,,1.0,2.0,2.0,2.0,,1.0,2.0,,,3.0,,,,,1.0,,2.0,1.0,3.0,,
331.3,769.0,171.0,188.0,122.0,92.0,52.0,48.0,15.0,25.0,15.0,10.0,10.0,3.0,4.0,4.0,,2.0,1.0,1.0,2.0,,2.0,,2.0,,
331.4,7779.0,633.0,1759.0,1596.0,1052.0,782.0,538.0,329.0,260.0,197.0,182.0,132.0,79.0,69.0,39.0,47.0,20.0,21.0,8.0,10.0,9.0,5.0,2.0,7.0,2.0,1.0
331.5,2265.0,578.0,541.0,356.0,274.0,162.0,111.0,74.0,42.0,35.0,32.0,12.0,15.0,8.0,8.0,4.0,1.0,3.0,3.0,1.0,,4.0,1.0,,,
331.6,49.0,6.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,,,1.0,,2.0,,,,
331.7,85.0,,9.0,18.0,10.0,5.0,7.0,5.0,7.0,3.0,3.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,
331.81,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
331.82,6634.0,436.0,723.0,1193.0,893.0,557.0,494.0,379.0,288.0,270.0,252.0,177.0,142.0,143.0,110.0,111.0,88.0,67.0,74.0,55.0,58.0,29.0,27.0,30.0,19.0,19.0
331.83,7832.0,52.0,128.0,214.0,336.0,401.0,523.0,637.0,719.0,655.0,570.0,521.0,450.0,390.0,355.0,329.0,282.0,232.0,223.0,170.0,152.0,128.0,110.0,97.0,82.0,76.0
331.89,115.0,8.0,20.0,14.0,18.0,11.0,6.0,3.0,6.0,2.0,4.0,4.0,3.0,1.0,3.0,,2.0,3.0,3.0,,2.0,2.0,,,,
331.9,1805.0,21.0,69.0,86.0,154.0,170.0,153.0,155.0,136.0,124.0,94.0,82.0,76.0,58.0,44.0,56.0,59.0,54.0,41.0,37.0,25.0,30.0,20.0,21.0,19.0,21.0
332.0,21502.0,928.0,3442.0,4216.0,2730.0,1933.0,1430.0,1221.0,996.0,788.0,614.0,569.0,501.0,394.0,327.0,273.0,208.0,193.0,161.0,130.0,116.0,84.0,88.0,71.0,54.0,35.0
332.1,373.0,36.0,102.0,71.0,65.0,31.0,15.0,14.0,10.0,8.0,2.0,6.0,5.0,1.0,,,1.0,2.0,,1.0,,,,,3.0,
333.0,1096.0,200.0,237.0,209.0,157.0,84.0,69.0,50.0,31.0,22.0,13.0,6.0,5.0,2.0,3.0,2.0,2.0,,,2.0,1.0,1.0,,,,
333.1,6076.0,161.0,103.0,174.0,274.0,317.0,442.0,505.0,536.0,481.0,436.0,368.0,349.0,279.0,285.0,216.0,197.0,174.0,157.0,133.0,115.0,101.0,83.0,85.0,62.0,43.0
333.2,1928.0,169.0,107.0,87.0,109.0,92.0,109.0,91.0,101.0,99.0,108.0,101.0,95.0,82.0,79.0,60.0,59.0,52.0,72.0,48.0,41.0,43.0,43.0,34.0,25.0,22.0
333.3,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
333.4,449.0,68.0,154.0,70.0,49.0,36.0,23.0,17.0,9.0,10.0,7.0,3.0,,1.0,,1.0,1.0,,,,,,,,,
333.5,229.0,30.0,17.0,19.0,17.0,18.0,21.0,10.0,9.0,13.0,12.0,10.0,9.0,9.0,9.0,5.0,1.0,4.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,
333.6,90.0,10.0,18.0,9.0,10.0,7.0,8.0,4.0,6.0,3.0,,4.0,,3.0,1.0,,1.0,1.0,1.0,,,3.0,,1.0,,
333.71,44.0,8.0,9.0,3.0,6.0,12.0,,1.0,4.0,1.0,,,,,,,,,,,,,,,,
333.72,217.0,44.0,50.0,48.0,20.0,13.0,6.0,7.0,7.0,2.0,5.0,4.0,2.0,2.0,,,3.0,,1.0,1.0,,1.0,,1.0,,
333.79,110.0,14.0,17.0,12.0,20.0,10.0,13.0,7.0,4.0,4.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,
333.81,67.0,,1.0,3.0,6.0,6.0,4.0,5.0,4.0,4.0,7.0,1.0,4.0,4.0,,3.0,3.0,4.0,2.0,1.0,,2.0,2.0,,1.0,
333.82,113.0,4.0,3.0,6.0,9.0,8.0,5.0,6.0,8.0,8.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
333.83,95.0,16.0,2.0,9.0,5.0,5.0,2.0,4.0,6.0,5.0,5.0,2.0,6.0,4.0,,3.0,6.0,3.0,1.0,2.0,4.0,1.0,2.0,,2.0,
333.84,3.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,
333.85,769.0,48.0,21.0,21.0,37.0,51.0,53.0,70.0,60.0,53.0,46.0,43.0,46.0,40.0,23.0,28.0,21.0,22.0,16.0,16.0,15.0,10.0,11.0,11.0,3.0,4.0
333.89,10.0,4.0,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,1.0
333.90,429.0,38.0,96.0,91.0,48.0,42.0,28.0,18.0,19.0,10.0,6.0,7.0,4.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0
333.91,79.0,26.0,13.0,8.0,7.0,10.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,
333.92,186.0,62.0,51.0,15.0,16.0,11.0,11.0,6.0,3.0,1.0,6.0,,1.0,,1.0,1.0,,1.0,,,,,,,,
333.93,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
333.94,14325.0,11.0,187.0,334.0,631.0,784.0,1075.0,1141.0,1308.0,1206.0,1061.0,905.0,845.0,797.0,725.0,639.0,506.0,445.0,396.0,328.0,235.0,198.0,182.0,163.0,124.0,99.0
333.99,511.0,87.0,53.0,53.0,48.0,45.0,37.0,29.0,22.0,17.0,23.0,18.0,8.0,11.0,12.0,9.0,5.0,11.0,5.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0
334.0,64.0,3.0,24.0,14.0,12.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
334.1,124.0,6.0,44.0,26.0,13.0,15.0,9.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
334.2,108.0,9.0,32.0,20.0,10.0,8.0,6.0,7.0,7.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,
334.3,485.0,82.0,131.0,86.0,53.0,43.0,26.0,10.0,11.0,11.0,10.0,6.0,4.0,4.0,1.0,2.0,,2.0,,,1.0,,,,2.0,
334.4,85.0,,26.0,17.0,12.0,11.0,6.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,
334.8,61.0,4.0,16.0,11.0,6.0,8.0,5.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,
334.9,39.0,5.0,7.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
335.0,40.0,6.0,17.0,9.0,5.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
335.10,157.0,10.0,42.0,34.0,35.0,15.0,7.0,4.0,2.0,4.0,1.0,,3.0,,,,,,,,,,,,,
335.11,11.0,,3.0,2.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
335.19,17.0,2.0,3.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,
335.20,1082.0,183.0,295.0,301.0,106.0,62.0,54.0,32.0,20.0,10.0,5.0,3.0,5.0,3.0,2.0,,1.0,,,,,,,,,
335.21,49.0,4.0,14.0,6.0,8.0,8.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
335.22,62.0,3.0,12.0,10.0,10.0,8.0,3.0,3.0,2.0,1.0,5.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,
335.23,72.0,4.0,12.0,16.0,8.0,9.0,7.0,6.0,4.0,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,
335.24,49.0,4.0,17.0,11.0,6.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,1.0,,,,,,
335.29,17.0,5.0,4.0,4.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,
335.8,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
335.9,14.0,1.0,6.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
336.0,571.0,75.0,213.0,152.0,58.0,32.0,15.0,6.0,6.0,4.0,3.0,1.0,1.0,,1.0,,,,2.0,1.0,,1.0,,,,
336.1,507.0,74.0,257.0,41.0,34.0,26.0,19.0,11.0,12.0,11.0,4.0,5.0,3.0,4.0,1.0,3.0,,,1.0,,,,1.0,,,
336.2,32.0,1.0,11.0,8.0,3.0,4.0,3.0,,,,,,,,1.0,,1.0,,,,,,,,,
336.3,1095.0,3.0,311.0,191.0,194.0,152.0,95.0,57.0,23.0,19.0,16.0,12.0,7.0,4.0,3.0,4.0,1.0,,,,1.0,1.0,,,1.0,
336.8,357.0,15.0,158.0,83.0,46.0,18.0,7.0,8.0,10.0,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,
336.9,1332.0,128.0,352.0,149.0,143.0,117.0,98.0,78.0,61.0,48.0,50.0,27.0,21.0,18.0,15.0,3.0,7.0,5.0,2.0,2.0,1.0,3.0,,1.0,3.0,
337.00,132.0,2.0,5.0,8.0,12.0,10.0,10.0,7.0,10.0,7.0,8.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,
337.01,54.0,13.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,,2.0,3.0,,3.0,,,,1.0,,
337.09,25.0,2.0,,1.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,,,1.0,1.0,,,,1.0,,,,,1.0,,
337.1,2941.0,,473.0,385.0,362.0,413.0,345.0,255.0,192.0,176.0,114.0,89.0,46.0,26.0,22.0,6.0,8.0,10.0,2.0,6.0,3.0,4.0,1.0,1.0,2.0,
337.20,707.0,13.0,181.0,129.0,80.0,61.0,60.0,43.0,50.0,37.0,24.0,14.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,1.0,,,,,
337.21,245.0,29.0,81.0,35.0,27.0,16.0,15.0,13.0,12.0,5.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,2.0,1.0,,
337.22,341.0,44.0,115.0,59.0,34.0,34.0,23.0,17.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
337.29,58.0,10.0,12.0,14.0,6.0,5.0,2.0,2.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,
337.3,480.0,31.0,8.0,20.0,34.0,40.0,40.0,27.0,31.0,21.0,38.0,33.0,21.0,17.0,20.0,21.0,18.0,9.0,12.0,5.0,6.0,7.0,7.0,4.0,6.0,4.0
337.9,2777.0,739.0,165.0,142.0,193.0,210.0,160.0,154.0,142.0,117.0,102.0,94.0,79.0,65.0,70.0,55.0,52.0,46.0,29.0,36.0,32.0,27.0,17.0,20.0,19.0,12.0
338.0,153.0,18.0,2.0,5.0,4.0,8.0,14.0,4.0,8.0,8.0,9.0,11.0,12.0,9.0,9.0,6.0,4.0,1.0,2.0,3.0,4.0,7.0,2.0,1.0,2.0,
338.11,2021.0,210.0,145.0,205.0,189.0,201.0,160.0,143.0,140.0,100.0,100.0,80.0,62.0,49.0,47.0,39.0,31.0,28.0,26.0,14.0,10.0,14.0,9.0,6.0,9.0,4.0
338.12,192.0,12.0,8.0,13.0,10.0,16.0,14.0,14.0,19.0,9.0,16.0,8.0,10.0,4.0,4.0,8.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0
338.18,16776.0,1136.0,1578.0,1828.0,1716.0,1516.0,1408.0,1225.0,1036.0,908.0,799.0,631.0,541.0,426.0,387.0,324.0,240.0,209.0,198.0,144.0,118.0,97.0,103.0,76.0,72.0,60.0
338.19,8194.0,647.0,447.0,585.0,695.0,620.0,604.0,567.0,568.0,519.0,416.0,386.0,337.0,286.0,241.0,193.0,187.0,177.0,145.0,125.0,108.0,97.0,87.0,60.0,49.0,48.0
338.21,797.0,24.0,26.0,43.0,64.0,80.0,74.0,69.0,75.0,58.0,49.0,39.0,30.0,26.0,35.0,16.0,18.0,13.0,14.0,11.0,7.0,11.0,2.0,4.0,3.0,6.0
338.22,24.0,3.0,1.0,,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,2.0,,2.0,,,,,,,,,
338.28,524.0,31.0,35.0,46.0,58.0,47.0,40.0,28.0,41.0,26.0,33.0,20.0,21.0,22.0,8.0,9.0,12.0,14.0,5.0,8.0,9.0,2.0,2.0,1.0,2.0,4.0
338.29,122331.0,389.0,2798.0,4811.0,7098.0,8827.0,9708.0,10027.0,9671.0,9344.0,8727.0,7717.0,7107.0,6037.0,5468.0,4583.0,3874.0,3281.0,2840.0,2377.0,1891.0,1652.0,1348.0,1123.0,912.0,721.0
338.3,9470.0,1671.0,88.0,240.0,372.0,424.0,485.0,599.0,604.0,609.0,617.0,525.0,502.0,436.0,413.0,325.0,271.0,273.0,203.0,178.0,164.0,126.0,110.0,97.0,78.0,60.0
338.4,41433.0,236.0,548.0,1503.0,2228.0,2792.0,3070.0,3400.0,3307.0,3264.0,3117.0,2729.0,2531.0,2192.0,1927.0,1598.0,1369.0,1178.0,946.0,844.0,637.0,577.0,496.0,390.0,281.0,273.0
339.00,360.0,32.0,16.0,25.0,31.0,30.0,33.0,35.0,29.0,18.0,21.0,21.0,14.0,13.0,10.0,9.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,,,1.0
339.01,7.0,1.0,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
339.02,54.0,4.0,3.0,4.0,5.0,3.0,5.0,7.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0
339.03,8.0,1.0,,1.0,,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
339.04,10.0,1.0,,2.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,
339.05,5.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,
339.09,7.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,
339.10,140.0,13.0,11.0,13.0,18.0,11.0,15.0,11.0,9.0,8.0,8.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
339.11,38.0,2.0,6.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,,,,,1.0,,,1.0,1.0,,,,,,
339.12,150.0,8.0,6.0,18.0,9.0,15.0,16.0,7.0,10.0,13.0,6.0,10.0,4.0,7.0,7.0,6.0,3.0,1.0,,,,1.0,1.0,2.0,,
339.20,278.0,18.0,18.0,34.0,34.0,30.0,23.0,16.0,23.0,20.0,12.0,10.0,11.0,9.0,2.0,4.0,6.0,3.0,,2.0,1.0,2.0,,,,
339.21,74.0,10.0,4.0,11.0,9.0,8.0,9.0,3.0,7.0,2.0,3.0,2.0,2.0,,2.0,,,1.0,1.0,,,,,,,
339.22,62.0,12.0,8.0,4.0,1.0,4.0,6.0,6.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,3.0,2.0,,,,,,,,,
339.3,457.0,45.0,29.0,40.0,37.0,28.0,37.0,36.0,30.0,21.0,29.0,16.0,14.0,17.0,18.0,9.0,12.0,5.0,9.0,5.0,7.0,3.0,2.0,4.0,2.0,2.0
339.41,16.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,2.0,,
339.42,27.0,19.0,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,
339.43,18.0,4.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
339.44,11.0,7.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
339.82,9.0,2.0,1.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,
339.83,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
339.84,9.0,4.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,
339.85,4.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
339.89,80.0,6.0,9.0,5.0,5.0,10.0,4.0,8.0,3.0,6.0,5.0,4.0,1.0,2.0,6.0,,,2.0,1.0,1.0,,1.0,,,1.0,
340.,8663.0,1390.0,1164.0,1097.0,968.0,796.0,596.0,485.0,449.0,324.0,251.0,234.0,222.0,157.0,126.0,91.0,66.0,63.0,38.0,52.0,31.0,17.0,15.0,9.0,12.0,10.0
341.0,277.0,115.0,56.0,20.0,21.0,19.0,11.0,8.0,10.0,7.0,4.0,1.0,2.0,2.0,,,,,1.0,,,,,,,
341.1,6.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
341.20,121.0,85.0,19.0,7.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
341.21,9.0,,5.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
341.22,41.0,14.0,7.0,13.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,
341.8,204.0,50.0,27.0,16.0,15.0,10.0,14.0,10.0,10.0,13.0,8.0,6.0,3.0,6.0,1.0,1.0,6.0,2.0,2.0,,3.0,,,,1.0,
341.9,230.0,58.0,55.0,38.0,21.0,17.0,5.0,7.0,9.0,2.0,4.0,5.0,3.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,
342.00,633.0,3.0,148.0,102.0,84.0,75.0,56.0,27.0,36.0,27.0,17.0,21.0,15.0,8.0,6.0,3.0,3.0,,1.0,,,1.0,,,,
342.01,183.0,2.0,55.0,48.0,13.0,21.0,10.0,6.0,3.0,4.0,7.0,7.0,5.0,,1.0,,,1.0,,,,,,,,
342.02,183.0,2.0,70.0,23.0,32.0,14.0,13.0,10.0,5.0,6.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,
342.10,230.0,7.0,64.0,38.0,38.0,23.0,15.0,10.0,9.0,10.0,5.0,3.0,2.0,3.0,,1.0,,,,1.0,,,,1.0,,
342.11,49.0,1.0,22.0,9.0,4.0,8.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
342.12,79.0,2.0,36.0,11.0,11.0,5.0,2.0,1.0,5.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,
342.80,594.0,14.0,182.0,92.0,81.0,53.0,35.0,33.0,35.0,21.0,10.0,10.0,5.0,8.0,6.0,3.0,2.0,3.0,1.0,,,,,,,
342.81,156.0,6.0,48.0,26.0,16.0,12.0,13.0,8.0,9.0,7.0,1.0,5.0,2.0,2.0,,,1.0,,,,,,,,,
342.82,164.0,5.0,57.0,32.0,26.0,11.0,11.0,5.0,4.0,3.0,4.0,2.0,,2.0,,1.0,,,1.0,,,,,,,
342.90,17764.0,192.0,5582.0,2910.0,2525.0,1628.0,1183.0,876.0,668.0,573.0,445.0,331.0,253.0,178.0,123.0,71.0,81.0,39.0,28.0,24.0,18.0,14.0,6.0,6.0,6.0,4.0
342.91,1696.0,20.0,668.0,278.0,214.0,156.0,93.0,71.0,50.0,44.0,29.0,21.0,15.0,11.0,4.0,5.0,4.0,4.0,2.0,1.0,,1.0,2.0,2.0,1.0,
342.92,1704.0,24.0,658.0,272.0,252.0,125.0,104.0,71.0,53.0,46.0,22.0,28.0,20.0,14.0,3.0,5.0,1.0,4.0,1.0,,,,,1.0,,
343.0,470.0,20.0,159.0,75.0,50.0,41.0,33.0,27.0,30.0,13.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
343.1,338.0,9.0,142.0,82.0,36.0,19.0,16.0,9.0,7.0,10.0,3.0,1.0,3.0,,,,,1.0,,,,,,,,
343.2,2546.0,55.0,1360.0,271.0,246.0,164.0,139.0,122.0,75.0,50.0,33.0,10.0,7.0,6.0,2.0,2.0,1.0,,1.0,1.0,,,,,1.0,
343.3,19.0,,2.0,3.0,5.0,3.0,,4.0,,,,,,1.0,,,,1.0,,,,,,,,
343.4,36.0,1.0,15.0,9.0,6.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,
343.8,259.0,4.0,31.0,31.0,28.0,42.0,18.0,13.0,19.0,19.0,10.0,13.0,8.0,8.0,3.0,1.0,2.0,4.0,,1.0,3.0,,,1.0,,
343.9,6072.0,44.0,589.0,853.0,750.0,637.0,578.0,453.0,419.0,366.0,299.0,252.0,185.0,142.0,110.0,104.0,74.0,57.0,38.0,46.0,22.0,18.0,10.0,11.0,10.0,5.0
344.00,5993.0,46.0,2873.0,1285.0,730.0,458.0,278.0,134.0,56.0,35.0,23.0,19.0,13.0,8.0,13.0,7.0,3.0,4.0,3.0,3.0,1.0,,,,,1.0
